id,code,name,city_id
755,27290602,월성2동,43
756,27290615,진천동,43
757,27290617,유천동,43
758,27290624,상인1동,43
759,27290625,상인2동,43
760,27290626,상인3동,43
761,27290628,도원동,43
762,27290630,송현1동,43
763,27290640,송현2동,43
764,27290650,본동,43
765,27710250,화원읍,44
766,27710253,논공읍,44
767,27710254,논공읍공단출장소,44
768,27710256,다사읍,44
769,27710257,다사읍서재출장소,44
770,27710259,유가읍,44
771,27710262,옥포읍,44
772,27710265,현풍읍,44
773,27710310,가창면,44
774,27710330,하빈면,44
775,27710380,구지면,44
776,28110520,연안동,59
777,28110530,신포동,59
778,28110540,신흥동,59
779,28110560,도원동,59
780,28110570,율목동,59
781,28110585,동인천동,59
782,28110615,개항동,59
783,28110620,영종동,59
784,28110622,영종1동,59
785,28110628,운서동,59
786,28110630,용유동,59
787,28140510,만석동,53
788,28140525,화수1.화평동,53
789,28140530,화수2동,53
790,28140555,송현1.2동,53
791,28140570,송현3동,53
792,28140580,송림1동,53
793,28140590,송림2동,53
794,28140605,송림3.5동,53
795,28140610,송림4동,53
796,28140630,송림6동,53
797,28140640,금창동,53
798,28177510,숭의2동,54
799,28177520,숭의1.3동,54
800,28177530,숭의4동,54
801,28177540,용현1.4동,54
802,28177550,용현2동,54
803,28177560,용현3동,54
804,28177570,용현5동,54
805,28177580,학익1동,54
806,28177590,학익2동,54
807,28177600,도화1동,54
808,28177610,도화2.3동,54
809,28177620,주안1동,54
810,28177630,주안2동,54
811,28177640,주안3동,54
812,28177650,주안4동,54
813,28177660,주안5동,54
814,28177670,주안6동,54
815,28177680,주안7동,54
816,28177690,주안8동,54
817,28177700,관교동,54
818,28177710,문학동,54
819,28185630,옥련1동,57
820,28185640,옥련2동,57
821,28185750,선학동,57
822,28185761,연수1동,57
823,28185762,연수2동,57
824,28185763,연수3동,57
825,28185766,청학동,57
826,28185780,동춘1동,57
827,28185790,동춘2동,57
828,28185795,동춘3동,57
829,28185820,송도1동,57
830,28185830,송도2동,57
831,28185840,송도3동,57
832,28185850,송도4동,57
833,28185860,송도5동,57
834,28200510,구월1동,52
835,28200520,구월2동,52
836,28200521,구월3동,52
837,28200522,구월4동,52
838,28200530,간석1동,52
839,28200540,간석2동,52
840,28200550,간석3동,52
841,28200551,간석4동,52
842,28200560,만수1동,52
843,28200570,만수2동,52
844,28200580,만수3동,52
845,28200581,만수4동,52
846,28200582,만수5동,52
847,28200583,만수6동,52
848,28200650,장수서창동,52
849,28200655,서창2동,52
850,28200660,남촌도림동,52
851,28200690,논현1동,52
852,28200700,논현2동,52
853,28200710,논현고잔동,52
854,28237510,부평1동,55
855,28237520,부평2동,55
856,28237530,부평3동,55
857,28237540,부평4동,55
858,28237550,부평5동,55
859,28237560,부평6동,55
860,28237570,산곡1동,55
861,28237580,산곡2동,55
862,28237581,산곡3동,55
863,28237582,산곡4동,55
864,28237591,청천1동,55
865,28237592,청천2동,55
866,28237641,갈산1동,55
867,28237642,갈산2동,55
868,28237646,삼산1동,55
869,28237648,삼산2동,55
870,28237650,부개1동,55
871,28237660,부개2동,55
872,28237661,부개3동,55
873,28237670,일신동,55
874,28237680,십정1동,55
875,28237690,십정2동,55
876,28245601,효성1동,51
877,28245602,효성2동,51
878,28245611,계산1동,51
879,28245612,계산2동,51
880,28245613,계산3동,51
881,28245614,계산4동,51
882,28245621,작전1동,51
883,28245622,작전2동,51
