state_id,code,name
1,11000,서울특별시
2,26000,부산광역시
3,27000,대구광역시
4,28000,인천광역시
5,29000,광주광역시
6,30000,대전광역시
7,31000,울산광역시
8,41000,경기도
9,42000,강원도
10,43000,충청북도
11,44000,충청남도
12,45000,전라북도
13,46000,전라남도
14,47000,경상북도
15,48000,경상남도
16,50000,제주도
